Title,MPAA Rating,Budget,Gross,Release Date,Genre,Runtime,Rating,Rating Count,Summary,Net Profit,ROI
Frozen,PG,150000000.0,1274219009.0,2013-11-27,Animation,102.0,7.5,527284.0,"When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",1124219009.0,7.4947933933333335
Thor: The Dark World,PG-13,170000000.0,644571402.0,2013-10-29,Action,112.0,6.9,556094.0,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",474571402.0,2.7915964823529413
Star Trek Into Darkness,PG-13,190000000.0,467365246.0,2013-05-05,Science Fiction,132.0,7.7,449458.0,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",277365246.0,1.4598170842105263
Iron Man 3,PG-13,200000000.0,1215439994.0,2013-04-18,Action,130.0,7.2,710052.0,"When Tony Starks world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",1015439994.0,5.07719997
World War Z,PG-13,200000000.0,531865000.0,2013-06-20,Science Fiction,116.0,7.0,564082.0,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",331865000.0,1.659325
Monsters University,G,200000000.0,743559607.0,2013-06-20,Animation,104.0,7.3,299133.0,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they werent necessarily the best of friends.,543559607.0,2.717798035
Man of Steel,PG-13,225000000.0,662845518.0,2013-06-12,Action,143.0,7.1,657937.0,"Clark Kent is an alien who as a child was evacuated from his dying world and came to Earth, living as a normal human. But when survivors of his alien home invade Earth, he must reveal himself to the world.",437845518.0,1.94598008
The Hobbit: The Desolation of Smaug,PG-13,250000000.0,958400000.0,2013-12-11,Fantasy,161.0,7.8,573246.0,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",708400000.0,2.8336
Neighbors,R,18000000.0,268157400.0,2014-05-08,Comedy,96.0,6.3,270504.0,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",250157400.0,13.897633333333333
22 Jump Street,R,50000000.0,188441614.0,2014-06-05,Comedy,112.0,7.0,325958.0,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",138441614.0,2.76883228
American Sniper,R,58800000.0,542307423.0,2014-12-11,War,133.0,7.3,409597.0,"Navy S.E.A.L. sniper Chris Kyles (Bradley Coopers) pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he cant leave behind.",483507423.0,8.222915357142858
The Lego Movie,PG,60000000.0,469160692.0,2014-02-06,Animation,100.0,7.8,309295.0,"An ordinary LEGO construction worker, thought to be the prophesied as special, is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",409160692.0,6.8193448666666665
Gone Girl,R,61000000.0,369330363.0,2014-10-01,Thriller,145.0,8.1,782252.0,"With his wifes disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when its suspected that he may not be innocent.",308330363.0,5.054596114754099
Divergent,PG-13,85000000.0,288747895.0,2014-03-14,Action,139.0,6.7,405233.0,"In a world divided by factions based on virtues, Tris learns shes Divergent and wont fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before its too late.",203747895.0,2.3970340588235293
Teenage Mutant Ninja Turtles,PG-13,125000000.0,477200000.0,2014-08-07,Action,101.0,5.8,194073.0,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",352200000.0,2.8176
The Hunger Games: Mockingjay - Part 1,PG-13,125000000.0,752100229.0,2014-11-18,Adventure,123.0,6.6,386742.0,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",627100229.0,5.016801832
How to Train Your Dragon 2,PG,145000000.0,609123048.0,2014-06-12,Animation,102.0,7.8,285394.0,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",464123048.0,3.200848606896552
Godzilla,PG-13,160000000.0,529076069.0,2014-05-14,Thriller,123.0,6.4,359438.0,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",369076069.0,2.30672543125
Big Hero 6,PG,165000000.0,652105443.0,2014-10-24,Animation,102.0,7.8,380953.0,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",487105443.0,2.9521542
Interstellar,PG-13,165000000.0,675120017.0,2014-11-05,Science Fiction,169.0,8.6,1343549.0,A team of explorers travel through a wormhole in space in an attempt to ensure humanitys survival.,510120017.0,3.0916364666666665
Captain America: The Winter Soldier,PG-13,170000000.0,714766572.0,2014-03-20,Action,136.0,7.7,685903.0,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",544766572.0,3.2045092470588235
Dawn of the Planet of the Apes,PG-13,170000000.0,710644566.0,2014-06-26,Science Fiction,130.0,7.6,395425.0,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,540644566.0,3.1802621529411765
Guardians of the Galaxy,PG-13,170000000.0,773328629.0,2014-07-30,Action,121.0,8.0,978222.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,603328629.0,3.5489919352941177
